Target,Uniprot,Multiplicity
A8DG50_3suf,A8DG50,1
Q99683_6e2o,Q99683,2
Q24451_3ejs,Q24451,2
O60674_5cf8,O60674,2
Q7KQK0_5kbf,Q7KQK0,1
A2IC68_4av5,A2IC68,1
P18031_2cnf,P18031,11
P24941_2c5o,P24941,3
O00408_4d09,O00408,1
P56817_2wez,P56817,3
P00918_4bf6,P00918,3
P21836_2ha4,P21836,1
P97612_3qj9,P97612,1
A5H660_6hu3,A5H660,3
P00746_5tca,P00746,2
C1KBQ3_3p8z,C1KBQ3,1
P15056_4fc0,P15056,2
O60885_5uf0,O60885,1
Q9H8M2_6bqa,Q9H8M2,1
Q9K169_4umc,Q9K169,1
Q14680_5ih9,Q14680,1
P48736_3l08,P48736,1
Q07343_1xmy,Q07343,1
Q9UZ14_4rrr,Q9UZ14,2
P00918_2osm,P00918,3
D9J2T9_4i47,D9J2T9,1
Q16539_5xyy,Q16539,4
P00489_2qn2,P00489,1
Q9H2K2_4uvy,Q9H2K2,2
Q9UBN7_6cef,Q9UBN7,1
Q04759_4ra5,Q04759,1
P02766_4der,P02766,1
P18031_2cm8,P18031,11
Q97ZE2_2j4k,Q97ZE2,1
P02766_4deu,P02766,1
Q9HXM1_5g11,Q9HXM1,2
P61823_1o0o,P61823,1
O43570_4kp5,O43570,1
P0C6X7_4wy3,P0C6X7,2
P00918_3oyq,P00918,3
Q13093_5jar,Q13093,1
Q9GZT9_5ox5,Q9GZT9,1
P71278_1h60,P71278,1
P37231_6dha,P37231,2
P14385_1aqj,P14385,1
P29724_2fqy,P29724,1
P24941_2vtl,P24941,3
P24941_5jq8,P24941,2
Q9UBN7_6cec,Q9UBN7,1
P15207_2nw4,P15207,1
P02879_4hv3,P02879,1
P04629_6pl3,P04629,1
P00489_4mi3,P00489,4
P24182_2v59,P24182,2
P71447_1z4n,P71447,1
P18670_1ws5,P18670,1
P43490_4n9d,P43490,2
P15056_5jsm,P15056,4
P0AE18_2gg9,P0AE18,1
Q08499_6ink,Q08499,3
P45452_5uwm,P45452,1
A4GRE3_3rf4,A4GRE3,2
P29375_6bh5,P29375,1
P23470_3qci,P23470,1
Q00987_4hbm,Q00987,3
P63820_4nah,P63820,2
O76074_3shz,O76074,2
Q8TF76_6g39,Q8TF76,1
P07900_4cwn,P07900,1
Q13627_6eiq,Q13627,3
P11362_2fgi,P11362,1
P00918_3ibl,P00918,3
P04789_1trd,P04789,1
P58687_4guj,P58687,1
P07900_4cwt,P07900,1
Q03111_6ht1,Q03111,1
O75530_5u8f,O75530,2
Q9NWT6_4bio,Q9NWT6,1
P26663_4mib,P26663,3
Q9H2K2_3kr8,Q9H2K2,2
Q9Y3Q4_4hbn,Q9Y3Q4,3
P04584_6upj,P04584,1
P26663_3cde,P26663,3
P00918_1g4j,P00918,3
P00918_5n1r,P00918,3
P48736_3l17,P48736,1
P56817_3udm,P56817,3
Q9UHD2_6bny,Q9UHD2,1
K4KA16_4ok3,K4KA16,1
Q16539_2yis,Q16539,4
P54818_4ufm,P54818,3
P16442_4y62,P16442,1
Q14289_3fzt,Q14289,1
Q1RBS0_6arm,Q1RBS0,1
P51955_2xnm,P51955,1
P00811_4jxs,P00811,1
P27487_2ajl,P27487,11
Q9H2K2_4l0t,Q9H2K2,2
P00797_3oqf,P00797,3
Q99497_6afi,Q99497,1
P53779_6ekd,P53779,1
P26663_4mk8,P26663,3
P02766_2g5u,P02766,1
P0C6F2_4mc6,P0C6F2,1
P56817_2va5,P56817,1
P08581_4dei,P08581,1
O14757_1nvq,O14757,2
P00918_1avn,P00918,3
Q9Y233_4llx,Q9Y233,1
O96935_3q43,O96935,1
P00517_6e9l,P00517,1
P00383_6ny0,P00383,1
Q16539_4l8m,Q16539,4
P11172_3ewu,P11172,2
P48736_3sd5,P48736,1
P98170_4ec4,P98170,2
P02768_1ha2,P02768,8
Q07010_5jsq,Q07010,1
Q08638_2j7h,Q08638,1
P24941_2c6l,P24941,2
Q9NYY3_4i6h,Q9NYY3,1
P36639_6eq7,P36639,1
P00533_3w32,P00533,1
P07900_4awo,P07900,1
Q9UM73_5kz0,Q9UM73,1
S8G8I1_5xij,S8G8I1,1
P10415_6qgj,P10415,2
A2IC68_4auj,A2IC68,1
Q08638_2vrj,Q08638,1
P00742_2j95,P00742,2
Q13627_4mq1,Q13627,3
O15294_4ay5,O15294,3
Q9NWZ3_6o95,Q9NWZ3,2
P55201_5ewh,P55201,1
P00533_3ug2,P00533,1
P11309_4k0y,P11309,1
P00509_1ahx,P00509,2
Q57ZL6_4i72,Q57ZL6,1
Q9Y233_5axp,Q9Y233,1
P14174_6cb5,P14174,2
P56817_5ezx,P56817,3
Q08881_4mf0,Q08881,3
O35904_6q74,O35904,1
O34667_2fqt,O34667,1
O60674_5cf4,O60674,2
O96017_4bdk,O96017,1
P00760_5mnc,P00760,2
Q13526_2xp5,Q13526,1
Q9NRG4_5kjk,Q9NRG4,1
P49841_3zrl,P49841,2
P48736_3r7q,P48736,1
P03369_3iaw,P03369,1
O60674_2xa4,O60674,2
O14965_2w1f,O14965,3
P03366_4yhq,P03366,1
P08581_3efk,P08581,1
Q12866_5td2,Q12866,1
O00625_6h1i,O00625,1
O68183_5c4l,O68183,2
P02743_4avt,P02743,2
P01116_6pgp,P01116,1
Q9H2K2_5nwb,Q9H2K2,2
P9WKX5_6bs5,P9WKX5,1
P05132_1rej,P05132,1
P56817_2ohm,P56817,3
P0A786_2ipo,P0A786,1
Q9HBH9_6cjy,Q9HBH9,1
Q9NUW8_6die,Q9NUW8,1
P56817_4j1k,P56817,3
P43405_4wnm,P43405,1
Q9Z2X8_5fnt,Q9Z2X8,1
Q9WMX2_5pzm,Q9WMX2,2
P00918_6uh0,P00918,3
Q8WWQ0_5enf,Q8WWQ0,2
Q89ZI2_2j4g,Q89ZI2,1
P56817_4fs4,P56817,3
P61964_6dar,P61964,2
P46925_1lf3,P46925,1
P53396_3mwe,P53396,5
P03366_1hps,P03366,1
P18031_2cm7,P18031,11
Q08638_1w3j,Q08638,1
P00492_4rab,P00492,1
Q8I0P1_6p14,Q8I0P1,1
P11172_2qcn,P11172,2
Q9Y233_3uuo,Q9Y233,1
P00811_4jxw,P00811,1
P53779_4u79,P53779,1
P56817_2ohr,P56817,3
P48730_5w4w,P48730,2
P07900_4o05,P07900,1
P52293_4u58,P52293,2
P33981_5n84,P33981,1
Q06187_3pj1,Q06187,2
Q13526_3kce,Q13526,1
Q00987_3lbl,Q00987,2
P24941_1aq1,P24941,3
Q9UHD2_6cq4,Q9UHD2,1
K4KA16_4oks,K4KA16,1
A5K8L9_5xmr,A5K8L9,4
P15056_5jrq,P15056,2
P00749_1w14,P00749,3
P03958_1add,P03958,1
F6BL85_5ost,F6BL85,1
Q9GK12_3t2v,Q9GK12,1
P00918_5eh7,P00918,3
P04637_6gga,P04637,10
Q80J95_3upf,Q80J95,2
A0MK70_6g47,A0MK70,2
Q13153_5kbr,Q13153,1
P09467_2fie,P09467,3
P56817_6nw3,P56817,2
P56817_4pzx,P56817,3
P15056_3prf,P15056,2
P04642_4al4,P04642,1
P0ACB2_1i8j,P0ACB2,1
T2B9G2_5dus,T2B9G2,1
P12497_4ahr,P12497,6
P26663_3cvk,P26663,3
P22629_1swp,P22629,3
P24941_1ogu,P24941,3
P43405_4xg8,P43405,1
P56817_5hdv,P56817,3
P00811_1xgi,P00811,1
P53779_3cgf,P53779,1
Q96PN6_4oyb,Q96PN6,1
P16184_3nzc,P16184,1
Q9WUL6_4g3f,Q9WUL6,1
O60341_5lgt,O60341,1
P24941_3pxy,P24941,2
A4TVL0_6r1x,A4TVL0,1
P33038_3upk,P33038,4
P18031_2qbq,P18031,11
P01116_6p8y,P01116,1
P24941_1b38,P24941,2
P39900_3ljg,P39900,1
P56817_2vj9,P56817,3
P00722_3t08,P00722,1
Q9Y233_3sni,Q9Y233,1
Q81EJ6_5n1p,Q81EJ6,1
P01837_1mh5,P01837,1
P13491_4i9h,P13491,1
O15530_3qcq,O15530,4
O14965_3uo4,O14965,3
P04587_3d20,P04587,1
P52732_2pg2,P52732,3
P22887_1bux,P22887,1
Q54276_1w1v,Q54276,1
P26663_3h5s,P26663,3
P96965_1iup,P96965,1
P00800_5n31,P00800,12
Q07820_6qz8,Q07820,1
Q16539_3iph,Q16539,4
Q8WSF8_2y54,Q8WSF8,2
P56817_5t1w,P56817,3
P10415_6o0m,P10415,2
Q24451_3d4z,Q24451,2
P43619_3c2o,P43619,1
P00669_3djq,P00669,2
P0A6R0_5bns,P0A6R0,1
Q16539_3nnw,Q16539,4
P28907_4xjs,P28907,1
P14174_6b1k,P14174,3
A5K4U6_5hn7,A5K4U6,1
Q00987_3vzv,Q00987,2
P81371_4xtm,P81371,1
P03472_2qwe,P03472,5
O14786_6fmc,O14786,1
P0C6F2_4mc9,P0C6F2,1
P19491_4x48,P19491,3
Q13164_6hkn,Q13164,1
P03372_4mgc,P03372,1
Q9UBN7_6ced,Q9UBN7,1
P00746_5naw,P00746,2
Q04609_2pvw,Q04609,5
P56740_1rsd,P56740,1
O43353_5j79,O43353,1
P31345_6euv,P31345,1
P00875_1rbo,P00875,1
O15530_3rcj,O15530,4
P01011_6hgj,P01011,1
P19491_1m5f,P19491,2
Q9XEI3_1x38,Q9XEI3,1
P49773_5klz,P49773,2
O15530_3qcx,O15530,4
Q16539_3ds6,Q16539,4
Q0A480_4m3m,Q0A480,1
O96935_4zw7,O96935,1
P11362_4f65,P11362,1
P03372_4mga,P03372,1
Q89ZI2_2xj7,Q89ZI2,1
P06968_2hr6,P06968,1
P00533_5hcx,P00533,1
O00255_5dde,O00255,3
P56817_6jsf,P56817,3
P00797_4gjd,P00797,3
P06276_5dyt,P06276,13
Q8TEK3_5dtm,Q8TEK3,1
P56817_2wf2,P56817,3
P39900_1utz,P39900,1
Q9H2K2_5nve,Q9H2K2,2
P00492_4rac,P00492,1
Q96EP0_6gzy,Q96EP0,2
Q9HGR1_4ymg,Q9HGR1,1
A1CII2_3k5i,A1CII2,1
Q9HYN5_2boj,Q9HYN5,1
Q9RHV9_3e9i,Q9RHV9,1
P10415_6o0p,P10415,2
O14757_4qyg,O14757,2
Q00987_4erf,Q00987,2
P24735_2wzx,P24735,1
P37231_2ath,P37231,2
P29375_6dqb,P29375,1
P18031_1ph0,P18031,11
P00760_3rxj,P00760,2
Q9XZT6_1oe0,Q9XZT6,1
P55201_5etb,P55201,1
O76083_3qi3,O76083,1
P61823_6pvx,P61823,1
P61006_4li0,P61006,1
O92972_4mz4,O92972,3
P24941_2c69,P24941,2
Q9UM73_4fod,Q9UM73,1
Q8GKX2_5n58,Q8GKX2,1
Q16539_6m95,Q16539,4
P56817_4fm8,P56817,3
P27487_5i7u,P27487,11
P00746_5fbe,P00746,2
P08246_5a0a,P08246,4
P00918_2x7u,P00918,3
P81446_1pum,P81446,1
P03372_2r6w,P03372,1
P34913_5aly,P34913,1
Q16539_2zb0,Q16539,4
P00918_5ekm,P00918,3
O00255_4og7,O00255,3
Q8IKG4_5jo0,Q8IKG4,1
Q13546_6r5f,Q13546,1
B3PEE6_5npe,B3PEE6,1
P24941_3rah,P24941,2
P00533_5c8n,P00533,1
Q9Y6F1_4l7u,Q9Y6F1,1
Q83883_5tg2,Q83883,1
P29466_1rwx,P29466,1
Q14397_4ly9,Q14397,1
P08631_5h0h,P08631,1
Q9WMX2_5trh,Q9WMX2,2
P98170_5c0k,P98170,2
P08263_4hj2,P08263,2
P18886_2rcu,P18886,1
Q9Y6M4_4g16,Q9Y6M4,1
P56524_4cbt,P56524,1
A8C927_3p2k,A8C927,1
O00764_4en4,O00764,1
P0A884_6nnr,P0A884,2
O68183_4dfb,O68183,2
Q9Y5P4_5zyj,Q9Y5P4,1
O38732_3dcr,O38732,1
P55072_3hu1,P55072,2
P18670_1ugw,P18670,1
P61823_2g8r,P61823,1
P23458_4ivb,P23458,1
O43451_3l4x,O43451,1
A4TVL0_6r0u,A4TVL0,1
P03951_5exm,P03951,2
Q54727_2vw1,Q54727,2
P14735_4dtt,P14735,2
P0A749_3iss,P0A749,1
P08235_6gev,P08235,1
P11172_3mi2,P11172,2
Q13164_4zsl,Q13164,1
Q9Y5A9_4rdn,Q9Y5A9,1
O34817_4u0w,O34817,1
P00533_6p1l,P00533,1
Q13153_4zjj,Q13153,1
P25098_4pnk,P25098,1
P11838_1epp,P11838,5
P49427_3rz3,P49427,1
P48736_3nzu,P48736,1
Q08499_6ind,Q08499,3
P00760_1bjv,P00760,2
Q9NWZ3_6o94,Q9NWZ3,2
P00797_2il2,P00797,2
P23360_4bs0,P23360,1
P0AFG9_3lq4,P0AFG9,2
Q9H7B4_5yjo,Q9H7B4,1
Q9Y5Y6_4jz1,Q9Y5Y6,1
Q99AU2_2d41,Q99AU2,2
P28720_5jxq,P28720,3
O75164_6h4x,O75164,2
Q9UJ71_5g6u,Q9UJ71,1
P03367_2qhc,P03367,2
Q8GKX2_5nai,Q8GKX2,1
Q14397_4msu,Q14397,1
P52333_6ny4,P52333,2
O60885_4bw3,O60885,1
Q9X2W0_4pl0,Q9X2W0,2
P36639_4n1u,P36639,1
P00742_2p93,P00742,2
P56817_4pzw,P56817,3
Q8A3I4_4jfs,Q8A3I4,1
P04058_1w76,P04058,8
P50579_2ga2,P50579,1
P05024_4res,P05024,5
P07900_2xdx,P07900,1
Q41931_5gj9,Q41931,1
P31749_4ejn,P31749,3
P35439_5i56,P35439,2
Q02750_3orn,Q02750,1
O14965_3unz,O14965,4
P27001_3hfz,P27001,1
P52699_4c1g,P52699,1
G7CNL4_5ou1,G7CNL4,1
O75164_6h4u,O75164,2
P19491_1mqd,P19491,2
P03418_4ucd,P03418,1
P29274_5iua,P29274,5
O60341_5lhh,O60341,1
Q15119_4mpn,Q15119,3
P03369_3aid,P03369,1
Q13093_5ye7,Q13093,1
Q9Y6F1_4l7l,Q9Y6F1,1
O60885_5y8y,O60885,1
P00800_4tln,P00800,12
P08473_2qpj,P08473,5
P58154_3u8j,P58154,4
Q04609_4ngm,Q04609,5
P55201_5c85,P55201,1
P15090_5y0f,P15090,1
O92972_4j04,O92972,3
A6TF32_2wic,A6TF32,1
Q96SB4_5my8,Q96SB4,1
Q9K2N0_5y6e,Q9K2N0,2
Q8WSF8_5oaj,Q8WSF8,1
P04637_6gge,P04637,10
P52045_6n96,P52045,2
B9A5C1_4wx6,B9A5C1,1
P29274_2ydv,P29274,5
P48736_2chz,P48736,1
B3Y653_5gmh,B3Y653,18
P56817_3skg,P56817,3
Q00955_1w2x,Q00955,4
Q9UM73_5iuh,Q9UM73,1
Q5SLD7_6jbe,Q5SLD7,1
P08631_5h0e,P08631,1
P56817_5i3y,P56817,3
P97612_3qk5,P97612,1
P00742_2ra0,P00742,2
Q8I0P1_6nyv,Q8I0P1,1
P24941_1oi9,P24941,3
P34913_1vj5,P34913,1
P00742_3kl6,P00742,2
P49773_5ipc,P49773,2
Q16539_2gfs,Q16539,4
Q00955_3h0j,Q00955,5
Q07343_1xlz,Q07343,1
P00797_3d91,P00797,2
Q08881_3v8w,Q08881,1
P30803_1cs4,P30803,3
Q9H2K2_4hkn,Q9H2K2,2
P11362_5vnd,P11362,1
Q27890_1i32,Q27890,2
Q9H7B4_5v37,Q9H7B4,1
P00469_1tsl,P00469,1
P15056_4dbn,P15056,2
P03367_1zsf,P03367,2
O60674_4e6q,O60674,2
Q10714_1j37,Q10714,1
P22734_4pyn,P22734,5
P52293_4u54,P52293,2
P02829_1amw,P02829,1
P45452_3i7i,P45452,1
P56817_4j17,P56817,3
O75530_5u5k,O75530,2
P07900_3r4p,P07900,1
P03369_3mxd,P03369,1
O76083_3jsw,O76083,1
P00742_2p95,P00742,2
P00533_5can,P00533,1
Q9Y223_2yhy,Q9Y223,1
O14965_3k5u,O14965,3
P56658_2e1w,P56658,1
P00918_1ttm,P00918,3
Q00987_6q9h,Q00987,2
Q07817_4c52,Q07817,2
Q08499_3g4l,Q08499,3
Q9Z2X8_6qmd,Q9Z2X8,1
Q91RS4_2a4r,Q91RS4,1
P09960_3fu0,P09960,1
P0AF12_4yml,P0AF12,1
P52732_3cjo,P52732,3
P00918_3ryv,P00918,9
Q9NYL2_6jut,Q9NYL2,1
P24941_1g5s,P24941,2
Q13231_5nrf,Q13231,1
P36639_6aa5,P36639,1
P15474_1gu1,P15474,2
O75164_2vd7,O75164,2
P43405_4pv0,P43405,1
A9XG43_5c1y,A9XG43,1
Q00972_3tz4,Q00972,3
Q92793_4yk0,Q92793,2
Q9NYY3_4i6b,Q9NYY3,1
G7CNL4_6d4r,G7CNL4,1
O92972_4ju4,O92972,3
A2IC68_4avi,A2IC68,1
P11172_3g3d,P11172,2
Q9Y233_4phw,Q9Y233,1
O14965_4jbp,O14965,3
Q16539_3rin,Q16539,4
P14555_3u8h,P14555,1
Q8Q3H0_4a4q,Q8Q3H0,1
P00509_1czc,P00509,1
P08709_2b7d,P08709,1
P16442_3v0l,P16442,1
Q8RLA6_4wm9,Q8RLA6,1
P52732_2x7c,P52732,3
O14965_3uok,O14965,3
P48736_5eds,P48736,1
P51812_4nw5,P51812,1
P61964_6pg5,P61964,2
P47929_5h9s,P47929,1
Q14397_4op2,Q14397,1
P11172_3ex3,P11172,2
P09960_3ftu,P09960,1
P22734_5k0j,P22734,5
P08311_1kyn,P08311,2
P03958_1fkw,P03958,1
P61823_4g90,P61823,1
P00918_5txy,P00918,3
P00746_6fut,P00746,2
P03366_1w5w,P03366,1
P00742_2xbw,P00742,2
P07900_2ykc,P07900,1
P24941_1vyw,P24941,3
P52732_3k3b,P52732,3
O96017_4a9u,O96017,1
Q16790_6fe1,Q16790,1
O22321_2bmz,O22321,1
P00749_1w11,P00749,3
Q6GJI9_4qgg,Q6GJI9,1
P24941_3qtx,P24941,2
P15056_3q96,P15056,2
O60885_6ajy,O60885,1
P56273_4lwv,P56273,1
P09391_3zmh,P09391,5
P26281_1ex8,P26281,1
P24941_3unj,P24941,2
P08709_2bz6,P08709,1
P00929_2clm,P00929,1
P56817_5enm,P56817,3
Q00987_4qoc,Q00987,2
Q9UIF8_4xua,Q9UIF8,1
Q4DA54_4yrg,Q4DA54,1
Q08345_6few,Q08345,1
Q2XVP4_6agk,Q2XVP4,6
P13009_6bm5,P13009,1
P0A6I6_6b7a,P0A6I6,2
P03367_3bvb,P03367,2
P03367_3dk1,P03367,2
Q92WC8_2q89,Q92WC8,1
P06737_1em6,P06737,10
O60885_5acy,O60885,1
A4TVL0_5oh9,A4TVL0,1
P84887_2hjb,P84887,1
Q13546_6rln,Q13546,1
P0ABP8_1k9s,P0ABP8,2
P18031_2cmc,P18031,11
Q13464_5uzj,Q13464,2
Q9HYN5_2jdp,Q9HYN5,2
Q86U86_5ii1,Q86U86,1
P22629_1swk,P22629,2
P19491_1ms7,P19491,2
O60760_4ec0,O60760,1
P03437_1hgi,P03437,10
Q08499_6imr,Q08499,3
A3FQ16_2wei,A3FQ16,1
Q6XEC0_5qal,Q6XEC0,1
P29274_2ydo,P29274,5
P00469_1tsm,P00469,1
P08709_5l2z,P08709,1
P03369_1b6p,P03369,1
Q9Y5P4_5zyk,Q9Y5P4,1
P01011_6hgg,P01011,1
P56524_2vqj,P56524,1
Q9HV14_4kox,Q9HV14,1
P61823_4g8y,P61823,1
P56817_6uwp,P56817,3
P26663_3frz,P26663,3
P56817_3ckr,P56817,3
P28720_3rr4,P28720,3
P43490_4jnm,P43490,2
B8ZYW1_4ozn,B8ZYW1,1
C7C422_6d1b,C7C422,1
P11309_4wt6,P11309,1
O60885_3u5j,O60885,1
P03369_3mxe,P03369,1
P00489_3ebo,P00489,4
O92972_4jvq,O92972,3
P24941_3s1h,P24941,3
P00517_2uw0,P00517,1
P19080_2cht,P19080,3
P10619_4az3,P10619,1
P52293_4u5n,P52293,2
P09237_1mmp,P09237,1
P01011_6hgi,P01011,1
P00918_1cim,P00918,3
Q7B8P6_3qqa,Q7B8P6,1
P20371_2buv,P20371,1
P04789_2j27,P04789,1
O14965_3h0z,O14965,4
Q16539_3iw5,Q16539,4
P74881_1t3t,P74881,1
P76141_4l4z,P76141,1
Q9AMP1_3arr,Q9AMP1,1
P54818_4ufh,P54818,3
P00533_5x26,P00533,1
P42264_6f28,P42264,2
Q92731_1u3r,Q92731,2
Q00944_6gcw,Q00944,2
Q04609_4p4b,Q04609,5
P14061_3hb4,P14061,1
P62937_6gjm,P62937,3
P35968_3cjf,P35968,2
P39900_3f19,P39900,1
O28527_3ncr,O28527,1
P53779_3ptg,P53779,1
O14757_5f4n,O14757,2
Q460N5_5lxp,Q460N5,1
P53779_2p33,P53779,1
O76083_4gh6,O76083,1
P00519_2hzi,P00519,5
Q9Y233_5dh4,Q9Y233,1
Q9NWT6_2wa3,Q9NWT6,1
D0PY27_4ty9,D0PY27,2
O76074_4i9z,O76074,2
P00918_3po6,P00918,3
W7JP72_4ycv,W7JP72,1
P18031_1g7f,P18031,11
Q9UM73_5iug,Q9UM73,1
P22455_5xff,P22455,1
P01116_6b0y,P01116,1
P14735_6eds,P14735,2
P10828_3jzc,P10828,1
O76074_3jwq,O76074,2
Q9UGL1_5a3t,Q9UGL1,4
A5H660_6hu0,A5H660,3
Q14680_4umu,Q14680,1
Q9QYJ6_2ovv,Q9QYJ6,1
P08709_1w0y,P08709,1
O75164_6h4y,O75164,2
O92972_4j08,O92972,3
P21836_4b7z,P21836,4
P51449_6fzu,P51449,3
Q8TEQ6_5tef,Q8TEQ6,1
Q24451_1hxk,Q24451,2
Q38CA1_6aqo,Q38CA1,1
O60885_5y8c,O60885,1
P97612_3pr0,P97612,1
P61823_3dxh,P61823,1
Q9H2K2_4uvv,Q9H2K2,2
P56817_4k8s,P56817,3
P04585_1hxb,P04585,1
P56817_5he4,P56817,3
P24941_1oit,P24941,2
P00749_1vja,P00749,3
P61823_3lxo,P61823,1
Q07817_4c5d,Q07817,2
P00918_1eou,P00918,3
Q9NWZ3_6rfj,Q9NWZ3,2
A0R618_5d6j,A0R618,1
P00760_1tng,P00760,2
P00918_3d8w,P00918,3
P27652_2psj,P27652,1
P33247_1h3c,P33247,1
Q9UGL1_6h51,Q9UGL1,4
Q07343_3d3p,Q07343,1
O32080_2hmv,O32080,1
P00533_5edq,P00533,1
Q92N37_2rin,Q92N37,1
P29375_6bh1,P29375,1
P00800_5tln,P00800,12
Q9F663_6qw9,Q9F663,3
Q9BJF5_3v5t,Q9BJF5,1
P18031_2vex,P18031,11
Q16539_3hp5,Q16539,4
Q70I53_2vcg,Q70I53,3
P29597_6nzf,P29597,1
Q8A3I4_4wsk,Q8A3I4,1
O14757_2hy0,O14757,2
P04035_2q1l,P04035,2
P22734_5k0b,P22734,6
P35558_2gmv,P35558,1
P00489_2qrq,P00489,4
P0A8M3_4hwr,P0A8M3,1
P29597_4gih,P29597,1
O43570_4ww8,O43570,1
B1MDI3_6qr4,B1MDI3,2
P01116_6gj5,P01116,1
P00918_3ieo,P00918,3
P43235_1au0,P43235,1
O96013_5xvf,O96013,1
Q939R9_3svj,Q939R9,1
P08581_3efj,P08581,1
P55212_4nbl,P55212,1
P03366_1d4h,P03366,1
Q16539_3s4q,Q16539,4
P15090_5hz8,P15090,1
P54578_6iik,P54578,1
P00800_1os0,P00800,12
Q9NUW8_6dim,Q9NUW8,1
P56817_4djv,P56817,3
O60341_2xaj,O60341,1
P04058_1acj,P04058,1
P03951_1zom,P03951,2
P11456_3k41,P11456,1
P06280_3tv8,P06280,2
P53634_6rni,P53634,2
Q6XEC0_5fat,Q6XEC0,1
P61964_6u8b,P61964,3
Q12852_5ceq,Q12852,1
Q00987_3lbk,Q00987,2
Q04609_6hkz,Q04609,5
P07900_2xdl,P07900,1
P03367_2upj,P03367,2
Q00987_4zyf,Q00987,2
C3W5S0_5wap,C3W5S0,2
O88703_5khh,O88703,1
P04789_1kv5,P04789,1
P49336_4f70,P49336,1
Q99497_6afl,Q99497,1
Q07820_6fs1,Q07820,1
Q08499_3sl5,Q08499,3
A0R618_5ey8,A0R618,1
P00669_3djp,P00669,2
P52732_2q2z,P52732,3
P00742_2p94,P00742,2
O60885_4hbw,O60885,1
P56817_6jt3,P56817,3
Q9XEI3_1x39,Q9XEI3,1
P03367_2qnp,P03367,2
P18031_2zmm,P18031,11
P49773_5i2f,P49773,2
P29375_6bgu,P29375,1
P08709_2zzu,P08709,1
Q9WUL6_5t8o,Q9WUL6,1
P08581_3ce3,P08581,1
P33981_4c4h,P33981,1
O92972_3gnv,O92972,3
P07900_2xht,P07900,1
P00491_1rt9,P00491,1
P29375_6dq8,P29375,1
Q6PKX2_3m94,Q6PKX2,1
Q8NEB9_4ph4,Q8NEB9,1
P33247_1h35,P33247,1
P00760_1v2p,P00760,2
P55072_4ko8,P55072,2
Q13526_2xp6,Q13526,1
P07900_3b27,P07900,1
P00918_1g54,P00918,3
O14757_2ym7,O14757,2
P9WFY1_5tcj,P9WFY1,1
P26663_4b74,P26663,2
Q00987_5oai,Q00987,2
P00760_5mon,P00760,2
Q02750_4an2,Q02750,1
O43924_5x73,O43924,1
Q0ED31_4dko,Q0ED31,14
Q52012_4zek,Q52012,1
Q86U86_5hrv,Q86U86,1
Q9H9B1_3mo2,Q9H9B1,2
P55042_3q7p,P55042,1
Q00987_4occ,Q00987,2
P51955_2xkd,P51955,1
Q9UIF8_5l98,Q9UIF8,1
P28720_1q63,P28720,3
Q96RI1_5q0q,Q96RI1,1
Q07343_4x0f,Q07343,2
P00742_3cen,P00742,2
P24941_2bpm,P24941,3
P26663_4mk9,P26663,3
P13053_3vrv,P13053,1
P56817_3vf3,P56817,3
P41148_5wmt,P41148,1
P55072_3hu2,P55072,3
P12694_1v1m,P12694,1
P56817_4b05,P56817,3
O14786_5jgi,O14786,1
P34179_2aig,P34179,1
B1MDI3_6qr9,B1MDI3,2
O43924_5ml2,O43924,1
Q16539_3hv6,Q16539,4
P9WKX5_6bs4,P9WKX5,1
P81245_1dzp,P81245,1
Q9NYY3_4i6f,Q9NYY3,1
P09467_2y5k,P09467,3
P08661_1rdl,P08661,1
P56817_4gid,P56817,2
Q9ZMY2_4yo8,Q9ZMY2,2
Q8I0P1_6p10,Q8I0P1,1
P24941_4bcp,P24941,3
O60341_5l3e,O60341,1
P28482_5ngu,P28482,4
P00491_4ear,P00491,2
P08069_3nw7,P08069,2
P00797_5kos,P00797,3
Q05823_1wdy,Q05823,1
P18031_5t19,P18031,11
P00747_5ugg,P00747,1
P24735_2wzz,P24735,1
P00742_2p16,P00742,2
P04629_6dkb,P04629,1
P18031_5ka9,P18031,11
P00760_1yp9,P00760,2
P00772_1bma,P00772,1
P62937_6gjn,P62937,3
P10253_5nn6,P10253,1
P18031_1c87,P18031,11
P48736_3dbs,P48736,1
P56817_4azy,P56817,3
P11362_3tt0,P11362,1
Q16539_4aa0,Q16539,4
P12694_1olx,P12694,1
P56817_2qzl,P56817,3
P50579_1yw8,P50579,1
P28523_2pvl,P28523,1
P51955_5m57,P51955,1
Q15485_4nyt,Q15485,2
P37231_3lmp,P37231,2
P49841_4pte,P49841,2
B4EB35_4e8y,B4EB35,2
P28720_1k4g,P28720,3
P33981_6h3k,P33981,1
O76074_1xp0,O76074,2
P0A8M3_4hws,P0A8M3,1
Q04609_6ez9,Q04609,5
P00760_3ljo,P00760,2
O92972_3tyv,O92972,3
O15151_6q9q,O15151,3
P14324_5dgm,P14324,3
P16088_2hah,P16088,1
A3N294_4r73,A3N294,1
P17707_3h0w,P17707,1
P00918_3s76,P00918,3
O60674_5usy,O60674,2
P56817_4zsq,P56817,3
P60568_1py2,P60568,1
P52732_2fl6,P52732,3
P08661_1rdj,P08661,1
Q13546_5tx5,Q13546,1
Q9BVA6_4u0s,Q9BVA6,1
P00918_1g1d,P00918,3
